"gene","log2FoldChange","padj","status"
"ENSG00000187193.8",-1.69157565024839,9.89096213831418e-37,"DOWN"
"ENSG00000188064.9",1.80414433514637,1.00728993164804e-36,"UP"
"ENSG00000187024.13",1.15982666320703,1.008175795118e-36,"UP"
"ENSG00000254338.1",3.79063292982765,1.02831507676671e-36,"UP"
"ENSG00000113790.10",-1.07231271445698,1.03244420105124e-36,"DOWN"
"ENSG00000260220.6",2.97206254842755,1.04349956333676e-36,"UP"
"ENSG00000253105.5",-1.75801922537305,1.08204343848492e-36,"DOWN"
"ENSG00000170909.13",1.28694551071512,1.11767111211419e-36,"UP"
"ENSG00000230747.1",-1.62155806562343,1.13274115496385e-36,"DOWN"
"ENSG00000184986.10",1.67365559521097,1.14853056462977e-36,"UP"
"ENSG00000275569.1",-1.81952080282126,1.20047571712409e-36,"DOWN"
"ENSG00000233817.1",-1.66262112728707,1.24221729709747e-36,"DOWN"
"ENSG00000214944.9",-1.08792936684126,1.24905234422405e-36,"DOWN"
"ENSG00000200312.1",6.59469701951295,1.2933697482539e-36,"UP"
"ENSG00000247095.2",1.59806451487188,1.30689897673619e-36,"UP"
"ENSG00000005448.16",1.0548506232065,1.37470724993395e-36,"UP"
"ENSG00000260973.1",-1.84054073478787,1.37939196473483e-36,"DOWN"
"ENSG00000122756.14",-2.65325413219012,1.38155768861724e-36,"DOWN"
"ENSG00000181847.11",2.04430983464313,1.41838300042065e-36,"UP"
"ENSG00000111961.17",-1.2585870832924,1.44110131148184e-36,"DOWN"
"ENSG00000160781.15",1.71799687440067,1.47904825444411e-36,"UP"
"ENSG00000054356.13",2.52752810022877,1.51355817366344e-36,"UP"
"ENSG00000114771.13",-3.88341116802287,1.53707929405376e-36,"DOWN"
"ENSG00000144230.16",-2.17715138482636,1.57599886857536e-36,"DOWN"
"ENSG00000128573.24",-1.85311587585753,1.60071257973303e-36,"DOWN"
"ENSG00000278060.1",3.69044100810708,1.65748837791608e-36,"UP"
"ENSG00000227528.5",2.29879646297307,1.73593681026739e-36,"UP"
"ENSG00000205231.1",-1.91339631504491,1.75060165587084e-36,"DOWN"
"ENSG00000213190.3",1.1395115096051,1.75752504980454e-36,"UP"
"ENSG00000279511.1",3.86190538169044,1.79871263818753e-36,"UP"
"ENSG00000108688.11",3.70888543692768,1.81081962037105e-36,"UP"
"ENSG00000275437.1",1.44800569080197,1.94757393256711e-36,"UP"
"ENSG00000248925.1",-1.42364451687061,1.96946475235698e-36,"DOWN"
"ENSG00000203760.8",1.69799353597876,1.99297285257439e-36,"UP"
"ENSG00000228983.9",-2.89517495573046,2.56947835012078e-36,"DOWN"
"ENSG00000070182.19",-1.26669186238667,2.57580720841096e-36,"DOWN"
"ENSG00000170075.8",1.22249590718064,2.70886566667651e-36,"UP"
"ENSG00000156920.10",-3.283979990973,2.81372738373362e-36,"DOWN"
"ENSG00000187017.15",1.73739645548899,2.82435195130048e-36,"UP"
"ENSG00000196427.13",3.10294332448478,3.27633741460812e-36,"UP"
"ENSG00000258231.5",-2.76208290110247,3.42847741881475e-36,"DOWN"
"ENSG00000064787.13",2.38551074475078,3.54668185597272e-36,"UP"
"ENSG00000095203.14",-1.17521606278419,3.58104113758504e-36,"DOWN"
"ENSG00000118491.9",-1.80213969375477,3.74203126118577e-36,"DOWN"
"ENSG00000144040.12",1.28997790836414,3.76537032725494e-36,"UP"
"ENSG00000182351.7",2.04902479355064,3.7868667437592e-36,"UP"
"ENSG00000170638.9",1.00953319612747,3.97640280992118e-36,"UP"
"ENSG00000130429.12",1.03281035309753,4.35555507101894e-36,"UP"
"ENSG00000185352.8",2.75908588295601,4.57049143128267e-36,"UP"
"ENSG00000223486.1",3.05908706412986,4.86727555561459e-36,"UP"
"ENSG00000106809.10",-2.40457569943064,4.89289461312822e-36,"DOWN"
"ENSG00000255774.1",3.21636498250189,5.3166407389975e-36,"UP"
"ENSG00000138496.16",1.00236784938179,5.32271015512701e-36,"UP"
"ENSG00000184270.4",4.08207415113225,5.36345375215873e-36,"UP"
"ENSG00000182379.9",2.41658124849712,5.60059231897665e-36,"UP"
"ENSG00000226876.2",4.88056106461756,5.74058827581234e-36,"UP"
"ENSG00000111335.12",1.66282330389015,5.77445108330638e-36,"UP"
"ENSG00000250692.1",-2.62826906157149,5.82881445875569e-36,"DOWN"
"ENSG00000130427.2",3.1712925691406,5.85035960170143e-36,"UP"
"ENSG00000152669.8",2.48963111842992,6.07277919212234e-36,"UP"
"ENSG00000232638.1",2.45656306385323,6.13432972308413e-36,"UP"
"ENSG00000262454.2",-1.26938003667644,6.37128655760262e-36,"DOWN"
"ENSG00000170647.3",-1.08642017185683,6.38007816694834e-36,"DOWN"
"ENSG00000159387.7",-2.43000320198958,6.51107580651766e-36,"DOWN"
"ENSG00000139144.9",-2.57423133171868,6.59047364560163e-36,"DOWN"
"ENSG00000198053.11",-1.12317848008121,6.72480513292165e-36,"DOWN"
"ENSG00000278931.1",-2.18143425418942,6.89930118979701e-36,"DOWN"
"ENSG00000092978.10",1.03793715585189,6.94420729546727e-36,"UP"
"ENSG00000284186.1",1.91931913256735,7.06299224050072e-36,"UP"
"ENSG00000226287.8",1.24933270565231,7.1240981434539e-36,"UP"
"ENSG00000229312.2",-3.45982181922996,7.55385622406649e-36,"DOWN"
"ENSG00000248672.5",-1.35635279785803,7.70547927350026e-36,"DOWN"
"ENSG00000178445.9",3.00961461311341,8.08579124498714e-36,"UP"
"ENSG00000053702.14",-1.05850069455337,8.43210548921033e-36,"DOWN"
"ENSG00000215333.3",1.47913904740232,8.47368518044635e-36,"UP"
"ENSG00000125820.5",5.67317989243884,8.54568694901662e-36,"UP"
"ENSG00000105880.4",2.338288491853,8.93013384030964e-36,"UP"
"ENSG00000253250.2",-1.74322687352974,9.64768271750354e-36,"DOWN"
"ENSG00000251141.5",2.9548840625074,9.80591318317308e-36,"UP"
"ENSG00000129244.8",-1.45290790596589,1.00157647836253e-35,"DOWN"
"ENSG00000259827.1",-1.67269904902265,1.0520730892147e-35,"DOWN"
"ENSG00000065057.7",1.22631923065144,1.07310643659677e-35,"UP"
"ENSG00000130055.13",2.96288124029402,1.08328418388731e-35,"UP"
"ENSG00000164692.17",1.56301450209145,1.13289251501943e-35,"UP"
"ENSG00000122711.8",3.69692158315567,1.1386379274882e-35,"UP"
"ENSG00000222041.10",1.08322662245808,1.14427566703141e-35,"UP"
"ENSG00000231768.1",-2.0271634850049,1.14911152949886e-35,"DOWN"
"ENSG00000116147.16",2.37553069250185,1.16130430708255e-35,"UP"
"ENSG00000205847.5",2.25946811452991,1.1666876293136e-35,"UP"
"ENSG00000112902.11",-1.43819805940218,1.18109722153045e-35,"DOWN"
"ENSG00000164877.18",1.09577551407049,1.1873149740186e-35,"UP"
"ENSG00000228330.1",-1.61836509323201,1.2106441043192e-35,"DOWN"
"ENSG00000216624.3",1.05746166439039,1.23744305756531e-35,"UP"
"ENSG00000188163.7",1.03179713538068,1.25646486594117e-35,"UP"
"ENSG00000281392.1",-1.42370030343712,1.27021571718981e-35,"DOWN"
"ENSG00000234175.1",-1.16421688099997,1.27218004679273e-35,"DOWN"
"ENSG00000176855.11",1.35487091235708,1.28657464522748e-35,"UP"
"ENSG00000156475.18",-1.60698034106678,1.29793512015158e-35,"DOWN"
"ENSG00000100726.14",1.01607997840556,1.30658186427769e-35,"UP"
"ENSG00000207870.1",-2.08513271004612,1.38134545797098e-35,"DOWN"
"ENSG00000264452.1",1.56604162090796,1.43650142405711e-35,"UP"
"ENSG00000177380.13",1.36834653884448,1.52678065431484e-35,"UP"
"ENSG00000197776.7",-1.08740349622963,1.55524705814771e-35,"DOWN"
"ENSG00000271755.1",-1.24523844398253,1.56682574674059e-35,"DOWN"
"ENSG00000134775.15",-1.32402831843668,1.59288779461999e-35,"DOWN"
"ENSG00000164270.17",-2.14963165278591,1.6729903941831e-35,"DOWN"
"ENSG00000259352.1",1.53380545980996,1.79347510207392e-35,"UP"
"ENSG00000105227.14",-1.19526043301975,1.79894792116783e-35,"DOWN"
"ENSG00000171631.14",1.54722534217939,1.8297559021054e-35,"UP"
"ENSG00000249599.1",4.25511189156581,1.84093444788527e-35,"UP"
"ENSG00000142611.16",-1.64139910817952,1.89216739914063e-35,"DOWN"
"ENSG00000275871.1",-2.73628310549923,1.89988252874016e-35,"DOWN"
"ENSG00000137571.10",2.27618217159591,1.9033707549012e-35,"UP"
"ENSG00000229124.6",-1.26154187577701,1.99523576611527e-35,"DOWN"
"ENSG00000185070.10",-1.6235053061346,2.01570768003149e-35,"DOWN"
"ENSG00000152592.13",3.62072942342633,2.0184108850706e-35,"UP"
"ENSG00000085276.17",-1.21158094052721,2.13954114900042e-35,"DOWN"
"ENSG00000257331.1",1.72746637900939,2.24784742807866e-35,"UP"
"ENSG00000144395.17",1.42523723975397,2.28596795572041e-35,"UP"
"ENSG00000142539.9",1.63302927343725,2.44508861889102e-35,"UP"
"ENSG00000276443.1",1.55908043662223,2.44980343849652e-35,"UP"
"ENSG00000170482.16",1.85172572508691,2.45658874111236e-35,"UP"
"ENSG00000204789.4",-1.60050749242148,2.50192005912328e-35,"DOWN"
"ENSG00000069399.14",1.00597554788179,2.53565806527759e-35,"UP"
"ENSG00000273706.4",6.01719866812061,2.7741215910557e-35,"UP"
"ENSG00000125534.9",1.16286776367167,2.84974914350455e-35,"UP"
"ENSG00000135549.14",1.81278474852247,3.37600456686697e-35,"UP"
"ENSG00000105894.11",-2.38297932551905,3.58411879020715e-35,"DOWN"
"ENSG00000244968.6",-1.21835353983644,3.73876087470249e-35,"DOWN"
"ENSG00000148965.9",-2.56249132542658,3.74012090258318e-35,"DOWN"
"ENSG00000207513.1",4.0461910605775,3.84594354517302e-35,"UP"
"ENSG00000277383.1",1.88726503405166,3.91262705613979e-35,"UP"
"ENSG00000105619.13",1.15570010578209,4.00570676944999e-35,"UP"
"ENSG00000259976.3",-1.24708350292746,4.01339265587037e-35,"DOWN"
"ENSG00000034239.10",-2.34210464912165,4.11276456527043e-35,"DOWN"
"ENSG00000269035.1",-1.75737148432786,4.22986974797836e-35,"DOWN"
"ENSG00000114529.12",1.57787160981809,4.27823107527737e-35,"UP"
"ENSG00000259660.2",-1.87777015839349,4.56068302227212e-35,"DOWN"
"ENSG00000101276.14",1.33645961305011,4.64081176160938e-35,"UP"
"ENSG00000283783.1",1.72320363379597,4.66710359114426e-35,"UP"
"ENSG00000173156.6",1.13920388633308,4.81834646370879e-35,"UP"
"ENSG00000233818.1",1.44640273344411,4.86765167642581e-35,"UP"
"ENSG00000027869.11",1.66287505573771,4.88545915308679e-35,"UP"
"ENSG00000105255.10",2.76425946551784,4.92284681360323e-35,"UP"
"ENSG00000237810.3",2.88332747084966,4.93710061067118e-35,"UP"
"ENSG00000185920.15",-1.3892123867994,4.93710061067118e-35,"DOWN"
"ENSG00000184489.11",1.10557150146154,4.94153892301318e-35,"UP"
"ENSG00000111012.9",1.35287268206316,4.97390340175898e-35,"UP"
"ENSG00000235363.1",1.02842060599378,5.03391750711694e-35,"UP"
"ENSG00000273049.1",1.71406906049473,5.09909511911675e-35,"UP"
"ENSG00000106268.15",1.09655300930074,5.32590697686427e-35,"UP"
"ENSG00000163637.12",-1.17593955598595,5.49377980800402e-35,"DOWN"
"ENSG00000131037.14",1.36602965833984,5.56453572742739e-35,"UP"
"ENSG00000254951.7",-2.96239775343996,5.66484230333092e-35,"DOWN"
"ENSG00000260578.1",-1.75949875791973,5.79952469360828e-35,"DOWN"
"ENSG00000212498.1",1.34902825313834,5.93566602735185e-35,"UP"
"ENSG00000278214.1",-1.45573361050986,5.95443166417339e-35,"DOWN"
"ENSG00000237125.8",-1.56136858423114,6.10731380455431e-35,"DOWN"
"ENSG00000130589.16",1.15378894613366,6.20737680687142e-35,"UP"
"ENSG00000134138.19",-1.43095416821133,6.3189807027182e-35,"DOWN"
"ENSG00000143028.8",-1.2927041824443,6.39245675185688e-35,"DOWN"
"ENSG00000118526.6",-2.35423562535949,6.77379263628346e-35,"DOWN"
"ENSG00000272763.1",3.9917592802974,6.81002082503972e-35,"UP"
"ENSG00000125810.9",-1.03004755603125,6.98625671986706e-35,"DOWN"
"ENSG00000260852.1",1.26802837526356,7.22266385161215e-35,"UP"
"ENSG00000118276.11",-1.16572090671345,7.2625674732131e-35,"DOWN"
"ENSG00000217442.3",1.91182869211947,7.29575244608574e-35,"UP"
"ENSG00000173239.13",1.95609519180502,7.41451584216169e-35,"UP"
"ENSG00000236166.1",-1.87555471211435,7.43532770670993e-35,"DOWN"
"ENSG00000259244.1",-1.16865095036298,8.03278298861864e-35,"DOWN"
"ENSG00000234703.1",3.80561487503963,8.14332599803504e-35,"UP"
"ENSG00000265840.1",1.26944099708748,8.17697817661699e-35,"UP"
"ENSG00000179178.10",1.13587333684259,8.20518078992076e-35,"UP"
"ENSG00000144857.14",-1.52173286325398,8.66282250659547e-35,"DOWN"
"ENSG00000104953.19",1.58089629091343,9.2621403652641e-35,"UP"
"ENSG00000274864.1",-1.57124753564946,9.45847790263793e-35,"DOWN"
"ENSG00000175550.7",1.07335695771152,9.70212531539436e-35,"UP"
"ENSG00000077935.16",2.46544135744866,9.70436259463869e-35,"UP"
"ENSG00000111799.20",1.55160019452568,9.75538134716158e-35,"UP"
"ENSG00000135750.14",1.92731667047632,9.75618322907055e-35,"UP"
"ENSG00000145920.14",6.44769752330275,9.96323603750941e-35,"UP"
"ENSG00000254369.6",-1.84569522252063,1.01763481907496e-34,"DOWN"
"ENSG00000218357.3",3.61976549226987,1.02517594436957e-34,"UP"
"ENSG00000183779.6",1.77665981783138,1.04660832014537e-34,"UP"
"ENSG00000268087.1",-1.06465746144498,1.04978354328863e-34,"DOWN"
"ENSG00000277135.1",-1.85946049937335,1.07599637255988e-34,"DOWN"
"ENSG00000114378.16",-1.59547654047082,1.13318350133031e-34,"DOWN"
"ENSG00000142530.10",1.31547935519626,1.1735105143244e-34,"UP"
"ENSG00000118777.10",-1.45023266493208,1.22383124432575e-34,"DOWN"
"ENSG00000277791.4",1.1349975583094,1.24142322577892e-34,"UP"
"ENSG00000236318.2",3.62877063029401,1.24177292747222e-34,"UP"
"ENSG00000284386.1",1.89051086898714,1.27565423423881e-34,"UP"
"ENSG00000284395.1",3.10898154210764,1.2759709106113e-34,"UP"
"ENSG00000281641.2",1.59170583462028,1.2947375808587e-34,"UP"
"ENSG00000185187.12",1.14330644125399,1.34347008882551e-34,"UP"
"ENSG00000170893.3",3.98828413456195,1.45649060385733e-34,"UP"
"ENSG00000184164.14",1.0006708343135,1.50043533330044e-34,"UP"
"ENSG00000185933.6",2.81536433854916,1.50967371369395e-34,"UP"
"ENSG00000279019.1",-1.42707261022593,1.51182294792855e-34,"DOWN"
"ENSG00000277775.1",3.80302509982881,1.52253540040442e-34,"UP"
"ENSG00000102053.12",-1.26723916322106,1.57775717396871e-34,"DOWN"
"ENSG00000099864.17",-1.39158841917365,1.61057222299365e-34,"DOWN"
"ENSG00000187098.14",-1.12586278467116,1.7495612179769e-34,"DOWN"
"ENSG00000167653.4",2.83685622425482,1.7693400437985e-34,"UP"
"ENSG00000178726.6",-1.20374944091933,1.87967668455586e-34,"DOWN"
"ENSG00000128578.9",1.36689880401705,1.90678481201163e-34,"UP"
"ENSG00000213199.7",1.62651035983683,2.0088051594802e-34,"UP"
"ENSG00000144668.11",-1.2124383694812,2.06135343692048e-34,"DOWN"
"ENSG00000101935.9",1.00785012187522,2.10476763447439e-34,"UP"
"ENSG00000231607.10",1.04848874874105,2.13804734247313e-34,"UP"
"ENSG00000095587.8",1.73337333952014,2.17881765647393e-34,"UP"
"ENSG00000079215.13",-1.36325796306903,2.20939130482893e-34,"DOWN"
"ENSG00000171488.14",-1.09869277927669,2.2963547431722e-34,"DOWN"
"ENSG00000197561.6",-2.39042400101526,2.2963547431722e-34,"DOWN"
"ENSG00000166793.10",-1.39312942347337,2.36510445707899e-34,"DOWN"
"ENSG00000185610.6",-1.99544314803197,2.37901082649998e-34,"DOWN"
"ENSG00000246523.7",-1.27655776654297,2.54415417940493e-34,"DOWN"
"ENSG00000262519.1",1.06921621061209,2.57809964018205e-34,"UP"
"ENSG00000248265.1",1.88257523278392,2.60505059177719e-34,"UP"
"ENSG00000267339.5",-3.01281439947813,2.69457816894555e-34,"DOWN"
"ENSG00000247993.2",2.91075478874404,2.79249544081693e-34,"UP"
"ENSG00000111674.8",1.50629023362682,2.81434734428766e-34,"UP"
"ENSG00000263325.1",1.58947377580431,2.9070678997166e-34,"UP"
"ENSG00000175785.12",-1.7994622389188,3.0459070276442e-34,"DOWN"
"ENSG00000226080.1",4.09278957424554,3.23527349634698e-34,"UP"
"ENSG00000234292.3",-2.2855534717564,3.26746649061665e-34,"DOWN"
"ENSG00000184254.16",-1.71216049337,3.30560592358931e-34,"DOWN"
"ENSG00000187475.5",3.64563324123079,3.36663801897161e-34,"UP"
"ENSG00000163191.5",1.17071954720503,3.39605095030938e-34,"UP"
"ENSG00000064300.8",-1.99618578611218,3.54118482181765e-34,"DOWN"
"ENSG00000139219.17",3.73603901742353,3.60052274409142e-34,"UP"
"ENSG00000278893.1",1.54428908241697,3.60920459924473e-34,"UP"
"ENSG00000225614.2",1.38037551207165,3.76473045496639e-34,"UP"
"ENSG00000188641.12",-1.18133573630959,3.83140325387419e-34,"DOWN"
"ENSG00000267366.1",2.40405613669628,3.983741914563e-34,"UP"
"ENSG00000166920.12",1.85687417517789,4.02766671665978e-34,"UP"
"ENSG00000146733.13",1.1330272306028,4.30339754998332e-34,"UP"
"ENSG00000170298.15",1.993410438332,4.33682756614759e-34,"UP"
"ENSG00000271795.1",-1.85810063781871,4.38309373098294e-34,"DOWN"
"ENSG00000211454.13",1.74321819915281,4.79387578193736e-34,"UP"
"ENSG00000264425.1",2.70588837860931,4.97534874016787e-34,"UP"
"ENSG00000110628.13",1.22961031637031,5.02783597125661e-34,"UP"
"ENSG00000120162.9",-1.41578525336382,5.13089186285694e-34,"DOWN"
"ENSG00000126251.6",-1.92980243030366,5.203770134515e-34,"DOWN"
"ENSG00000258884.1",2.29242778449418,5.3024312449355e-34,"UP"
"ENSG00000274452.1",5.74457590699478,5.44527252903161e-34,"UP"
"ENSG00000244227.6",-2.01944703287504,5.46279166020029e-34,"DOWN"
"ENSG00000011677.12",4.85083248092029,5.78975375300108e-34,"UP"
"ENSG00000051128.18",1.23457092315121,5.85717502083069e-34,"UP"
"ENSG00000176920.11",1.64051177315224,6.27596450436523e-34,"UP"
"ENSG00000152082.13",1.32730383290306,6.33004092663417e-34,"UP"
"ENSG00000279535.1",1.27220166864557,6.39462757875302e-34,"UP"
"ENSG00000276505.1",-1.03494701372714,6.46372431488123e-34,"DOWN"
"ENSG00000153060.7",1.76186414488666,6.80906323574311e-34,"UP"
"ENSG00000278962.1",-1.4226487085777,6.92722856535816e-34,"DOWN"
"ENSG00000213352.3",1.16639249556045,7.01988481636025e-34,"UP"
"ENSG00000254208.1",1.40053702330551,7.28782377933249e-34,"UP"
"ENSG00000241158.5",-2.00515019753432,7.44523154940132e-34,"DOWN"
"ENSG00000197599.12",1.80428873408004,7.95497201248611e-34,"UP"
"ENSG00000204099.11",2.93742382242712,8.21674717875362e-34,"UP"
"ENSG00000166535.19",3.39854799055078,8.22337621306344e-34,"UP"
"ENSG00000180900.18",1.02008793456211,8.54507209029376e-34,"UP"
"ENSG00000229525.1",1.30225423293038,8.7283559268397e-34,"UP"
"ENSG00000262898.1",-2.71534843823449,8.75979719647314e-34,"DOWN"
"ENSG00000166959.7",3.56009681186379,8.84448467063211e-34,"UP"
"ENSG00000137460.8",1.03360987626465,8.98751967517802e-34,"UP"
"ENSG00000157303.10",2.07519950813968,9.17297524139193e-34,"UP"
"ENSG00000018280.16",1.38649526732848,9.8880666412125e-34,"UP"
"ENSG00000036530.8",-1.25620610631529,1.01274331687392e-33,"DOWN"
"ENSG00000233893.1",1.06196756596281,1.07111981841489e-33,"UP"
"ENSG00000233791.5",1.91618792213913,1.09178985609398e-33,"UP"
"ENSG00000183876.8",1.55103071919011,1.11443169851673e-33,"UP"
"ENSG00000272841.1",1.24638543414069,1.12056090088184e-33,"UP"
"ENSG00000262814.7",1.18157184986961,1.12445374057122e-33,"UP"
"ENSG00000147234.10",1.98896644882203,1.17048221544587e-33,"UP"
"ENSG00000122592.7",-1.86752182320704,1.18856306799297e-33,"DOWN"
"ENSG00000161513.11",1.21439609217087,1.19473304590282e-33,"UP"
"ENSG00000150551.10",1.34157539450478,1.1970584838462e-33,"UP"
"ENSG00000266830.1",3.96340360679151,1.19845119965743e-33,"UP"
"ENSG00000177238.13",2.84650726314317,1.20377131282834e-33,"UP"
"ENSG00000138675.16",3.11347990431679,1.26686164296739e-33,"UP"
"ENSG00000185950.8",-1.47960708250597,1.3578944785657e-33,"DOWN"
"ENSG00000214140.10",-1.28541349343627,1.37224321819587e-33,"DOWN"
"ENSG00000128591.15",-1.57969092687518,1.39173412730707e-33,"DOWN"
"ENSG00000117245.12",-1.06363369134599,1.41145583837522e-33,"DOWN"
"ENSG00000135824.12",2.19768443766639,1.47924397897288e-33,"UP"
"ENSG00000251576.1",-2.11190273794357,1.50413937549595e-33,"DOWN"
"ENSG00000198033.11",3.82023629558526,1.56413832736796e-33,"UP"
"ENSG00000173890.16",1.31688899873258,1.6678127122554e-33,"UP"
"ENSG00000140465.13",-3.68343822810129,1.66824693238722e-33,"DOWN"
"ENSG00000260917.1",-1.08538141685317,1.78237043488871e-33,"DOWN"
"ENSG00000273079.5",-2.68608827361905,1.90122514915155e-33,"DOWN"
"ENSG00000162706.12",-2.29773282920413,1.97154210885385e-33,"DOWN"
"ENSG00000146955.10",1.46821182514612,1.99606855116806e-33,"UP"
"ENSG00000217801.9",1.38037425085929,2.00438639763063e-33,"UP"
"ENSG00000267405.1",-1.78962450964985,2.0267274640793e-33,"DOWN"
"ENSG00000245149.3",1.25526512291899,2.08012759250034e-33,"UP"
"ENSG00000267206.5",-2.26261689571774,2.11607664657088e-33,"DOWN"
"ENSG00000086717.18",1.66516303980186,2.13588332305766e-33,"UP"
"ENSG00000185339.8",-1.05303669977073,2.21149167792894e-33,"DOWN"
"ENSG00000215182.8",4.30517785272334,2.2216205727452e-33,"UP"
"ENSG00000170382.11",1.52380650930133,2.22736070654463e-33,"UP"
"ENSG00000251491.2",-2.14296694473932,2.28665803912854e-33,"DOWN"
"ENSG00000196972.8",-1.45180647347228,2.28898908212956e-33,"DOWN"
"ENSG00000146005.3",-1.87845733721203,2.303257677003e-33,"DOWN"
"ENSG00000175895.3",1.12528276321365,2.33795800374841e-33,"UP"
"ENSG00000270919.1",1.97916940243504,2.36642222267529e-33,"UP"
"ENSG00000228868.3",-2.83966918291415,2.44388993002329e-33,"DOWN"
"ENSG00000176531.10",1.07059332933315,2.46979866176913e-33,"UP"
"ENSG00000121743.3",2.27119171674974,2.48950009342389e-33,"UP"
"ENSG00000278367.1",-1.04117643317305,2.49224884578868e-33,"DOWN"
"ENSG00000234737.1",1.32372697437128,2.52877538867877e-33,"UP"
"ENSG00000255216.1",-3.69237189777746,2.65354809389182e-33,"DOWN"
"ENSG00000243967.4",3.26176336527279,2.65781278867921e-33,"UP"
"ENSG00000268941.2",1.58414890142361,2.6950662948943e-33,"UP"
"ENSG00000203804.4",-1.56230728544859,2.73423998641031e-33,"DOWN"
"ENSG00000272954.1",1.95759417986681,2.77720702279813e-33,"UP"
"ENSG00000272273.1",1.486173421499,2.85885769705267e-33,"UP"
"ENSG00000162745.10",1.25237715637959,2.90603464360228e-33,"UP"
"ENSG00000281887.3",-1.28918568568576,3.04809350028842e-33,"DOWN"
"ENSG00000255007.1",3.53607443168408,3.14184429299187e-33,"UP"
"ENSG00000283390.1",1.01957845284119,3.22919462199208e-33,"UP"
"ENSG00000249695.6",-2.07069272908624,3.24265584813135e-33,"DOWN"
"ENSG00000137563.11",1.54404313264476,3.26373183823277e-33,"UP"
"ENSG00000074370.17",1.56496583075663,3.27610256841959e-33,"UP"
"ENSG00000267432.5",3.05360357377323,3.28067477318024e-33,"UP"
"ENSG00000130700.6",4.24963615552643,3.3302631834569e-33,"UP"
"ENSG00000196329.11",-1.30562715552673,3.48332698610953e-33,"DOWN"
"ENSG00000187961.13",1.01480757963186,3.49386020701823e-33,"UP"
"ENSG00000261522.5",-3.14148244527191,3.49654212717616e-33,"DOWN"
"ENSG00000213420.7",1.98393545874884,3.53723881222786e-33,"UP"
"ENSG00000179902.12",2.19492091077829,3.54881335047224e-33,"UP"
"ENSG00000111490.12",1.13978283897393,3.59028523497242e-33,"UP"
"ENSG00000161133.16",1.29803343865876,3.63937998742378e-33,"UP"
"ENSG00000223813.2",1.67824003425592,3.65849329462311e-33,"UP"
"ENSG00000236751.1",-2.81915717267204,3.72011888712431e-33,"DOWN"
"ENSG00000177189.12",-1.08519821846844,3.79304305975736e-33,"DOWN"
"ENSG00000236081.1",3.73696552039986,3.82064047314749e-33,"UP"
"ENSG00000188525.3",-3.13462989261988,3.91780119402273e-33,"DOWN"
"ENSG00000213088.9",-2.36444003506271,4.03510373081972e-33,"DOWN"
"ENSG00000223776.5",1.16588064238734,4.0643841089808e-33,"UP"
"ENSG00000238133.6",-1.18486043796645,4.08853040101812e-33,"DOWN"
"ENSG00000175920.16",2.34641954751799,4.11646077707076e-33,"UP"
"ENSG00000262468.5",1.10705002929601,4.29646369586442e-33,"UP"
"ENSG00000262703.1",2.20910081871656,4.36822098647711e-33,"UP"
"ENSG00000231806.2",2.02000288910812,4.44395359344651e-33,"UP"
"ENSG00000130224.14",-1.27250404124415,4.54155912932016e-33,"DOWN"
"ENSG00000231565.1",2.39990704049662,4.80821234720722e-33,"UP"
"ENSG00000268287.1",-2.30441882703467,4.89174816154579e-33,"DOWN"
"ENSG00000205449.11",3.12063691891806,5.34139377040876e-33,"UP"
"ENSG00000258675.1",-2.03894997854382,5.34165962664464e-33,"DOWN"
"ENSG00000207110.1",1.82062200022097,5.46020061630061e-33,"UP"
"ENSG00000237781.3",-1.48306660320203,5.49475441547285e-33,"DOWN"
"ENSG00000123700.4",-1.36718435074635,5.62019348503965e-33,"DOWN"
"ENSG00000166573.5",-2.76685682203171,5.62579571579156e-33,"DOWN"
"ENSG00000105613.9",2.06892116588322,5.96346146080662e-33,"UP"
"ENSG00000231367.5",-2.29066291095125,6.22535680962468e-33,"DOWN"
"ENSG00000182885.16",-1.87416828382472,6.38664975960317e-33,"DOWN"
"ENSG00000284363.1",-3.19715290510957,7.02923073015283e-33,"DOWN"
"ENSG00000167191.11",-1.00579491893467,7.18878863406501e-33,"DOWN"
"ENSG00000162761.14",-2.39040114221188,7.37311431549421e-33,"DOWN"
"ENSG00000226942.2",1.51189565627399,7.59117484004105e-33,"UP"
"ENSG00000274276.4",1.97551537785735,7.699820445222e-33,"UP"
"ENSG00000261253.2",2.44301111228223,7.87688619410309e-33,"UP"
"ENSG00000175471.19",-1.13789154911692,8.53847559182704e-33,"DOWN"
"ENSG00000249231.7",3.61006605151808,8.64259690610723e-33,"UP"
"ENSG00000164754.14",1.00935767513905,8.72891130749933e-33,"UP"
"ENSG00000267364.1",-1.24897066535392,8.85295132933233e-33,"DOWN"
"ENSG00000189366.9",1.73545655908717,9.02494686180475e-33,"UP"
"ENSG00000184206.11",-1.06168571638257,9.21869798047361e-33,"DOWN"
"ENSG00000237372.2",1.82586473904641,9.44116899914489e-33,"UP"
"ENSG00000175984.14",-1.24393351362244,9.75743848916293e-33,"DOWN"
"ENSG00000269113.3",-1.76847871282225,9.93902219288313e-33,"DOWN"
"ENSG00000170370.11",-1.50392917379041,9.95545816642733e-33,"DOWN"
"ENSG00000236360.2",-1.11837772714829,1.01512991450416e-32,"DOWN"
